country,area,event,description,source
Pakistan,Emergency powers,Constitutional changes,No changes [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div1-4
Pakistan,Emergency powers,Miscellaneous,NA.,#N/A
Portugal,Emergency powers,Declaration of emergency,Yes [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-2
Portugal,Emergency powers,Constitutional,Yes (state of emergency) [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-2
Portugal,Emergency powers,Statutory,Yes (state of calamity) [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-3
Portugal,Emergency powers,Suspension of bill of rights,No (but restrictions) [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-2
Portugal,Emergency powers,Suspension/postponement of elections,No [Part III.D].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-9
Portugal,Emergency powers,Stay-at-home orders,Yes [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div3-15
Portugal,Emergency powers,Sunset provisions on stay-at-home orders,Not mentioned.,NA.
Portugal,Emergency powers,"Stay-at-home orders
proper (timewise)?","Yes (state of emergency declared on 18 March 2020, and stay-at-home as well).",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div3-15
Portugal,Emergency powers,Parliament continued to meet?,Mild interruption with slowdown in activities (the authors indicate that plenary and parliamentary committees meetings were reduced to when they were necessary and this curtailed the parliamentary oversight) [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-6
Portugal,Emergency powers,Did Parliament continue to meet?,1,#N/A
Portugal,Emergency powers,Rule-making powers dependent emergency?,Yes [Part II.A and C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-6 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-4
Portugal,Emergency powers,Ex ante judicial review,No (the authors mention that a Constitutional Court review of the state of emergency is possible but don't specify whether it is ex ante) [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-4
Portugal,Emergency powers,Type of parliamentary scrutiny (general),Ex ante (approval needed for state of emergency declaration or renewal) and ex post (reports during state of emergency) [Part III.A]. No supervision during state of calamity.,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-6
Portugal,Emergency powers,Type of parliamentary scrutiny (per instrument),No scrutiny per instrument [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-6
Portugal,Emergency powers,Amendment possible?,"Yes, possibility to amend the state of emergency [Part II.A].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-2
Portugal,Emergency powers,Approval by 'package',Not mentioned.,NA.
Portugal,Emergency powers,What are fast-track procedures used for?,Not mentioned.,NA.
Portugal,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Portugal,Emergency powers,Ex post judicial review,Yes [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-4
Portugal,Emergency powers,What type of statute for emergency powers?,1,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-3
Portugal,Emergency powers,General - sunset provisions,"Yes (the state of emergency expires after 15 days; for Decree-Laws enacted by the Government, sunset provisions vary from 6 months to one year) [Part II.A and C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-4
Portugal,Emergency powers,Sunset provision - emergency declaration,Yes (15 days) [Part II.A].,#N/A
Portugal,Emergency powers,Sunset provision - statute,NA.,#N/A
Portugal,Emergency powers,Sunset provision - individual regulations,"Yes (for Decree-Laws, sunset provisions range from 6 months to one year) [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-4
Portugal,Emergency powers,Renewal - emergency declaration,Yes (twice during the first period of state of emergency and 11 times during the second period of state of emergency) [Part II.A].,#N/A
Portugal,Emergency powers,Renewal - statute,NA.,#N/A
Portugal,Emergency powers,Renewal - individual regulations,Not mentioned.,NA.
Portugal,Emergency powers,Derogation,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div2-2
Portugal,Emergency powers,Opposition from opposition parties,Not mentioned.,NA.
Portugal,Emergency powers,Constitutional changes,"No, but the implementation of the state of emergency in the regions has been problematic [Part I].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e23?prd=OCC19#law-occ19-e23-div1-4
Portugal,Emergency powers,Miscellaneous,NA.,#N/A
Russia,Emergency powers,Declaration of emergency,Yes - 'state of high alert' [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-2
Russia,Emergency powers,Constitutional,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-2
Russia,Emergency powers,Statutory,Yes [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-2
Russia,Emergency powers,Suspension of bill of rights,Yes - the RCC has decided to allow the Government to depart from stringent standards of protection of constitutional rights [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-2
Russia,Emergency powers,Suspension/postponement of elections,"Postponed (the popular vote on constitutional amendments initially scheduled for 22 April 2020, was postponed due the difficult epidemiological situation. Eventually, the plebiscite was organized in the last week of June 2020 (ended 1 July 2020) in a peculiar procedure regulated ad hoc by the Central Election Commission of Russia. The legal framework that deviated from the regular electoral procedure prescribed by federal law raised serious concerns of scholars, civil activists, and observers. Elections scheduled for the ‘unified voting day’ (13 September 2020) proceeded without suspension. Elections were held in 83 subjects of the Russian Federation, around 9,000 thousand public officials of federal, regional, and local levels were elected. However, in May and July 2020, federal electoral legislation was subjected to major modifications, explained, to some extent, by high epidemiological risks) [Part III.D]. IDEA: 'The Central Election Commission of Russia took the decision (3 April 2020) to postpone all elections initially scheduled in the period 5 April–23 June, covering about 94 electoral processes at local and regional levels'.",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-9
Russia,Emergency powers,Stay-at-home orders,Yes [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div3-15
Russia,Emergency powers,Sunset provisions on stay-at-home orders,Not mentioned.,NA.
Russia,Emergency powers,"Stay-at-home orders
proper (timewise)?",Yes (emergency declaration 5 March 2020 / stay-at-home orders 30 March 2020).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div3-15
Russia,Emergency powers,Parliament continued to meet?,"Mild interruption with important slowdown of activities - Parliament's work has been affected but not interrupted, and activities continued even at the height of the pandemic. Activities shifted online [Part III.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-7
Russia,Emergency powers,Did Parliament continue to meet?,1,#N/A
Russia,Emergency powers,Rule-making powers dependent emergency?,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-3
Russia,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
Russia,Emergency powers,Type of parliamentary scrutiny (general),Very weak parliamentary scrutiny [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-6
Russia,Emergency powers,Type of parliamentary scrutiny (per instrument),No parliamentary scrutiny per instrument [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-4
Russia,Emergency powers,Amendment possible?,NA.,NA.
Russia,Emergency powers,Approval by 'package',Not mentioned.,NA.
Russia,Emergency powers,What are fast-track procedures used for?,Not mentioned.,NA.
Russia,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Russia,Emergency powers,Ex post judicial review,Yes [Part II.C; Part III.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-4 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-8
Russia,Emergency powers,What type of statute for emergency powers?,3,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-3
Russia,Emergency powers,General - sunset provisions,No - indefinite duration of the state of alert [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-6
Russia,Emergency powers,Sunset provision - emergency declaration,No [Part III.A].,#N/A
Russia,Emergency powers,Sunset provision - statute,No [Part II.B].,#N/A
Russia,Emergency powers,Sunset provision - individual regulations,No [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-4
Russia,Emergency powers,Renewal - emergency declaration,"No - as there is an indefinite duration of the state of alert, there is no renewal needed [Part III.A].",#N/A
Russia,Emergency powers,Renewal - statute,NA.,#N/A
Russia,Emergency powers,Renewal - individual regulations,NA.,NA.
Russia,Emergency powers,Derogation,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div2-2
Russia,Emergency powers,Opposition from opposition parties,Not mentioned.,NA.
Russia,Emergency powers,Constitutional changes,No changes - but constitutional reforms benefitted from the lockdown [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e27?prd=OCC19#law-occ19-e27-div1-4
Russia,Emergency powers,Miscellaneous,NA.,#N/A
Serbia,Emergency powers,Declaration of emergency,Yes - state of emergency [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div2-2
Serbia,Emergency powers,Constitutional,Yes [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div2-2
Serbia,Emergency powers,Statutory,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div2-2
Serbia,Emergency powers,Suspension of bill of rights,Yes - to the extent that is necessary [Prart II.C] but there is a list of rights that cannot be derogated from [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div2-4
Serbia,Emergency powers,Suspension/postponement of elections,"Postponed (the parliamentary, provincial, and municipal elections in Serbia were initially scheduled for 26 April 2020. On 15 March 2020 the decision was taken to suspend them. The state of emergency was lifted on 6 May 2020, along with several precautionary measures. Therefore, on 10 May 2020, the President of the Republic adopted the Decision that elections would be held on 21 June 2020, and on the following day the Republic Election Commission adopted an Order on continuation of all election activities) [Part III.D].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div2-9
Serbia,Emergency powers,Stay-at-home orders,Yes [Part IV.A.1] - the authors mention a general lockdown but it seems to consist of curfews and mobility restrictions.,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div3-14
Serbia,Emergency powers,Sunset provisions on stay-at-home orders,Not mentioned.,NA.
Serbia,Emergency powers,"Stay-at-home orders
proper (timewise)?",Yes (declaration of emergency 15 March 2020 / stay-at-home the same day).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div3-14
Serbia,Emergency powers,Parliament continued to meet?,Severe interruption with severe suspension in activities - the National Assembly was almost inactive from March to October 2020 and convened only 6 weeks after the declaration of the state of emergency [Part III.B]. All operations were suspended and only resumed from 29 April 2020 (until 3 June 2020). It has also been very difficult for MPs to participate in debates and parliamentary committees could not continue to meet.,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div2-7
Serbia,Emergency powers,Did Parliament continue to meet?,0,#N/A
Serbia,Emergency powers,Rule-making powers dependent emergency?,Yes but the Government also relied on two acts prior to and after the state of emergency to adopt specific measures [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div2-3
Serbia,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
Serbia,Emergency powers,Type of parliamentary scrutiny (general),De facto no parliamentary scrutiny [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div2-6
Serbia,Emergency powers,Type of parliamentary scrutiny (per instrument),De facto no parliamentary scrutiny because did not meet and was then dissolved [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e7?prd=OCC19#law-occ19-e7-div2-6
